"ID","Sex","Age_Days","Trial","Condition","Con_Object","Con_SocInt","Dyad","Overall_LT_ScreenFam","Overall_LT_ScreenPrefLook","Inter_PropOverall_LT_Screen","InterPhase_LT_Soc_Begin","InterPhase_LT_Soc_End","InterPhase_LT_Soc_Total","InterPhase_LT_Gazing","Inter_LT_ActorLeft","Inter_LT_ActorRight","Inter_LT_ActorsTotal","Inter_LT_Actors_PROP","Inter_LT_FaceLeft","Inter_LT_FaceRight","Inter_LT_FacesTotal","Inter_LT_Faces_PROP","Inter_LT_Object","Inter_LT_FacesObject_PROP","Inter_LT_Object_PROP","Inter_LF_FaceLeft","Inter_LF_FaceRight","Inter_LF_FacesTotal","Inter_LF_FaceLeft_Overall","Inter_LF_FaceRight_Overall","Inter_LF_FacesTotal_Overall","InterPhase_LT_FaceLeft_Soc_Begin","InterPhase_LT_FaceRight_Soc_Begin","InterPhase_LT_FaceTotal_Soc_Begin","InterPhase_LT_FaceTotal_Soc_Begin_PROP","InterPhase_LT_FaceLeft_Soc_End","InterPhase_LT_FaceRight_Soc_End","InterPhase_LT_FaceTotal_Soc_End","InterPhase_LT_FaceTotal_Soc_End_PROP","InterPhase_LT_FaceLeft_Soc_Total","InterPhase_LT_FaceRight_Soc_Total","InterPhase_LT_FaceTotal_Soc_Total","InterPhase_LT_FaceTotal_Soc_Total_PROP","InterPhase_LT_Object_Soc_Begin","InterPhase_LT_Object_Soc_Begin_PROP","InterPhase_LT_Object_Soc_End","InterPhase_LT_Object_Soc_End_PROP","InterPhase_LT_Object_Soc_Total","InterPhase_LT_Object_Soc_Total_PROP","InterPhase_LT_FacesObject_PROP","InterPhase_LF_FaceLeft_Begin","InterPhase_LF_FaceRight_Begin","InterPhase_LF_FacesTotal_Begin","InterPhase_LF_FaceLeft_End","InterPhase_LF_FaceRight_End","InterPhase_LF_FacesTotal_End","InterPhase_LF_FacesTotal","InterPhase_LT_FaceLeft_Gazing","InterPhase_LT_FaceRight_Gazing","InterPhase_LT_FaceTotal_Gazing","InterPhase_LT_FaceTotal_Gazing_PROP","InterPhase_LT_Object_Gazing","InterPhase_LT_Object_Gazing_PROP","InterPhase_LT_FacesObject_Gazing_PROP","InterPhase_Checker_Soc","InterPhase_Checker_Gazing","InterPhase_Checker_valid","PrefLook_Object_Fam","PrefLook_Object_Fam_Pos","PrefLook_Object_Nov","PrefLook_Object_Nov_Pos","PrefLook_LT_Object_Left","PrefLook_LT_Object_Right","PrefLook_LT_Total","PrefLook_LT_Object_Fam","PrefLook_LT_Object_Nov","PrefLook_LT_Object_Nov_PROP","PrefLook_FL","PrefLook_FL_Meaning","trial_valid","Con_SocInt.num","Con_Object.num","z.Trial","Soc.Obj.inter"
"01","M",293,11,"Con1","LOB","SOC","D1a",4919,5723,0.447181818181818,1017,6491,7508,2941,2885,1566,4451,0.904858711120146,2885,1566,4451,0.904858711120146,108,0.976310594428603,0.021955682049197,2,1,3,2,1,3,0,1017,1017,1,849,0,849,0.130796487444153,849,1017,1866,0.248534896110815,0,0,0,0,0,0,1,0,1,1,1,0,1,2,2608,0,2608,0.886773206392384,108,0.0367222033321999,0.960235640648012,TRUE,TRUE,1,"6_a","left","6_b","right",2127,3041,5168,2127,3041,0.588428792569659,"right","novel",1,1,1,0.541796270317,1
"01","M",293,12,"Con2","LOB","NSOC","D2a",3447,3467,0.313363636363636,1841,3360,5201,642,2875,217,3092,0.897011894400928,2875,217,3092,0.897011894400928,0,1,0,2,1,3,2,1,3,1841,0,1841,1,67,0,67,0.0199404761904762,1908,0,1908,0.366852528359931,0,0,0,0,0,0,1,1,0,1,1,0,1,2,392,217,609,0.948598130841122,0,0,1,TRUE,TRUE,1,"10_a","left","10_b","right",2501,392,2893,2501,392,0.135499481507086,"left","familiar",1,0,1,0.7585147784438,0
"01","M",293,13,"Con4","NLOB","NSOC","D2b",5820,7087,0.529090909090909,1084,7089,8173,4249,3060,1858,4918,0.845017182130584,3060,1858,4918,0.845017182130584,483,0.910572116274764,0.0829896907216495,1,1,2,1,1,2,1084,0,1084,1,0,1416,1416,0.199746085484554,1084,1416,2500,0.305885231861006,0,0,0,0,0,0,1,1,0,1,0,1,1,2,1150,2600,3750,0.882560602494705,483,0.113673805601318,0.885896527285613,TRUE,TRUE,1,"4_a","left","4_b","right",3400,3344,6744,3400,3344,0.495848161328588,"left","familiar",1,0,0,0.9752332865706,0
"01","M",293,14,"Con2","LOB","NSOC","D2a",8932,6555,0.812,2407,6924,9331,6057,6623,2001,8624,0.96551724137931,6623,2001,8624,0.96551724137931,0,1,0,2,1,3,2,1,3,2407,0,2407,1,1258,0,1258,0.181686886192952,3665,0,3665,0.392776765619976,0,0,0,0,0,0,1,1,0,1,1,0,1,2,3881,2001,5882,0.971107809146442,0,0,1,TRUE,TRUE,1,"12_a","right","12_b","left",2517,3621,6138,3621,2517,0.410068426197458,"left","novel",1,0,1,1.1919517946974,0
"01","M",293,15,"Con3","NLOB","SOC","D1b",8472,5182,0.770181818181818,2716,5626,8342,4925,6941,383,7324,0.864494806421152,6449,383,6832,0.806421152030217,783,0.897176625082075,0.0924220963172804,2,1,3,2,1,3,2716,0,2716,1,100,0,100,0.0177746178457163,2816,0,2816,0.337568928314553,0,0,517,0.0918947742623534,517,0.0619755454327499,0.844884488448845,1,0,1,1,0,1,2,3267,383,3650,0.741116751269036,783,0.158984771573604,0.823370178208888,TRUE,TRUE,1,"16_a","left","16_b","right",2793,2041,4834,2793,2041,0.422217625155151,"left","familiar",1,1,0,1.4086703028242,0
"01","M",293,16,"Con1","LOB","SOC","D1a",9350,7808,0.85,2590,8525,11115,7333,4809,4124,8933,0.955401069518717,4809,4124,8933,0.955401069518717,0,1,0,1,1,2,1,1,2,0,2590,2590,1,2100,0,2100,0.24633431085044,2100,2590,4690,0.421952316689159,0,0,0,0,0,0,1,0,1,1,1,0,1,2,6033,1300,7333,1,0,0,1,TRUE,TRUE,1,"8_a","right","8_b","left",5605,1841,7446,1841,5605,0.752753156056943,"left","novel",1,1,1,1.625388810951,1
"02","W",301,1,"Con1","LOB","SOC","D1a",9594,7341,0.872181818181818,2599,5897,8496,6329,4382,4796,9178,0.956639566395664,4382,4613,8995,0.937565144882218,416,0.955796408458187,0.043360433604336,3,3,6,3,3,6,1133,1416,2549,0.980761831473644,1016,0,1016,0.172290995421401,2149,1416,3565,0.41960922787194,50,0.0192381685263563,0,0,50,0.00588512241054614,0.986168741355463,1,2,3,1,0,1,4,3415,2498,5913,0.934270816874704,416,0.0657291831252963,0.934270816874704,TRUE,TRUE,1,"1_a","right","1_b","left",3375,3399,6774,3399,3375,0.49822852081488,"left","novel",1,1,1,-1.625388810951,1
"02","W",301,2,"Con2","LOB","NSOC","D2a",7229,5346,0.657181818181818,2699,4647,7346,3781,5146,1766,6912,0.956148844930143,5146,1766,6912,0.956148844930143,0,1,0,2,2,4,2,2,4,2566,133,2699,1,333,0,333,0.0716591349257586,2899,133,3032,0.412741628096923,0,0,0,0,0,0,1,1,1,2,1,0,1,3,2548,1233,3781,1,0,0,1,TRUE,TRUE,1,"7_a","left","7_b","right",2231,2898,5129,2231,2898,0.565022421524664,"left","familiar",1,0,1,-1.4086703028242,0
"02","W",301,3,"Con3","NLOB","SOC","D1b",6379,7123,0.579909090909091,2483,6913,9396,4113,2831,2532,5363,0.840727386737733,2831,2532,5363,0.840727386737733,750,0.877310649435629,0.117573287349114,3,3,6,3,3,6,1333,700,2033,0.81876761981474,66,550,616,0.0891074786633878,1399,1250,2649,0.281928480204342,450,0.18123238018526,0,0,450,0.0478927203065134,0.854791868344627,1,1,2,1,1,2,4,1781,1233,3014,0.732798443958181,750,0.182348650619985,0.800743889479277,TRUE,TRUE,1,"11_a","left","11_b","right",1499,4832,6331,1499,4832,0.763228557889749,"right","novel",1,1,0,-1.1919517946974,0
"02","W",301,4,"Con4","NLOB","NSOC","D2b",6740,7279,0.612727272727273,1948,6578,8526,3748,2964,3776,6740,1,2231,3516,5747,0.852670623145401,0,1,0,2,3,5,2,3,5,1415,533,1948,1,0,417,417,0.0633931286105199,1415,950,2365,0.277386816795684,0,0,0,0,0,0,1,1,1,2,0,1,1,3,1332,1300,2632,0.702241195304162,0,0,1,TRUE,TRUE,1,"16_a","right","16_b","left",2215,4712,6927,4712,2215,0.319763245272124,"right","familiar",1,0,0,-0.9752332865706,0
"02","W",301,5,"Con4","NLOB","NSOC","D2b",7458,7079,0.678,2348,7312,9660,4581,3264,3811,7075,0.948645749530705,2548,3495,6043,0.810270850093859,383,0.940398381574852,0.0513542504692947,2,3,5,2,3,5,1632,716,2348,1,0,767,767,0.104896061269147,1632,1483,3115,0.322463768115942,0,0,0,0,0,0,1,1,1,2,0,1,1,3,1766,1400,3166,0.691115476970094,383,0.0836061995197555,0.892082276697661,TRUE,TRUE,1,"13_a","left","13_b","right",2531,3798,6329,2531,3798,0.600094801706431,"right","novel",1,0,0,-0.7585147784438,0
"02","W",301,6,"Con2","LOB","NSOC","D2a",4981,6965,0.452818181818182,716,6062,6778,2949,3598,1183,4781,0.959847420196748,3598,1183,4781,0.959847420196748,200,0.959847420196748,0.0401525798032524,2,2,4,2,2,4,716,0,716,1,833,0,833,0.137413394919169,1549,0,1549,0.228533490705223,0,0,0,0,0,0,1,1,0,1,1,0,1,2,1666,1083,2749,0.932180400135639,200,0.0678195998643608,0.932180400135639,TRUE,TRUE,1,"8_a","right","8_b","left",2515,3563,6078,3563,2515,0.413787430075683,"right","familiar",1,0,1,-0.541796270317,0
"02","W",301,7,"Con3","NLOB","SOC","D1b",5296,6186,0.481454545454545,2365,4930,7295,2315,2699,2114,4813,0.908799093655589,2699,2114,4813,0.908799093655589,483,0.908799093655589,0.0912009063444109,2,2,4,2,2,4,1050,1315,2365,1,0,0,0,0,1050,1315,2365,0.324194653872515,0,0,0,0,0,0,1,2,1,3,0,0,0,3,1033,799,1832,0.791360691144708,483,0.208639308855292,0.791360691144708,TRUE,TRUE,1,"10_a","left","10_b","right",2465,2756,5221,2465,2756,0.527868224478069,"right","novel",1,1,0,-0.3250777621902,0
"02","W",301,8,"Con1","LOB","SOC","D1a",8744,4430,0.794909090909091,2682,4812,7494,5246,4781,3863,8644,0.988563586459286,4614,3697,8311,0.95048032936871,0,1,0,2,2,4,2,2,4,2132,550,2682,1,733,0,733,0.152327514546966,2865,550,3415,0.455697891646651,0,0,0,0,0,0,1,1,1,2,1,0,1,3,3464,1515,4979,0.949104079298513,0,0,1,TRUE,TRUE,1,"4_a","right","4_b","left",1433,2548,3981,2548,1433,0.359959809093193,"left","novel",1,1,1,-0.1083592540634,1
"02","W",301,9,"Con1","LOB","SOC","D1a",0,1000,0,0,567,567,0,0,0,0,NA,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,FALSE,FALSE,0,"3_a","left","3_b","right",567,433,1000,567,433,NA,"left","familiar",0,1,1,0.1083592540634,1
"02","W",301,10,"Con3","NLOB","SOC","D1b",7701,4163,0.700090909090909,2748,3847,6595,4515,3418,3965,7383,0.958706661472536,3418,3965,7383,0.958706661472536,0,1,0,3,3,6,3,3,6,1266,1482,2748,1,1016,250,1266,0.32908760072784,2282,1732,4014,0.608642911296437,0,0,0,0,0,0,1,2,1,3,1,1,2,5,2032,2483,4515,1,0,0,1,TRUE,TRUE,1,"12_a","right","12_b","left",999,3164,4163,3164,999,0.239971174633678,"right","familiar",1,1,0,0.3250777621902,0
"02","W",301,11,"Con4","NLOB","NSOC","D2b",6911,2798,0.628272727272727,2298,3447,5745,3480,2447,3632,6079,0.879612212414991,2447,3632,6079,0.879612212414991,666,0.90126019273536,0.0963681088120388,4,4,8,4,4,8,1199,650,1849,0.80461270670148,366,283,649,0.188279663475486,1565,933,2498,0.434812880765883,283,0.123150565709312,0,0,283,0.049260226283725,0.898238043869112,1,1,2,1,1,2,4,1648,1166,2814,0.808620689655172,666,0.191379310344828,0.808620689655172,TRUE,TRUE,1,"14_a","right","14_b","left",466,2065,2531,2065,466,0.184116949822205,"right","familiar",1,0,0,0.541796270317,0
"02","W",301,12,"Con2","LOB","NSOC","D2a",883,4264,0.0802727272727273,766,3964,4730,816,650,233,883,1,650,233,883,1,0,1,0,1,1,2,1,1,2,533,233,766,1,0,0,0,0,533,233,766,0.161945031712474,0,0,0,0,0,0,1,1,1,2,0,0,0,2,650,166,816,1,0,0,1,TRUE,TRUE,1,"6_a","left","6_b","right",483,3198,3681,483,3198,0.86878565607172,"right","novel",1,0,1,0.7585147784438,0
"02","W",301,13,"Con1","LOB","SOC","D1a",6263,2989,0.569363636363636,2697,1300,3997,2666,2015,3581,5596,0.893501516844962,2015,3581,5596,0.893501516844962,0,1,0,2,3,5,2,3,5,1665,1032,2697,1,0,0,0,0,1665,1032,2697,0.674756067050288,0,0,0,0,0,0,1,1,1,2,0,0,0,2,1250,1199,2449,0.918604651162791,0,0,1,TRUE,TRUE,1,"2_a","left","2_b","right",816,1815,2631,816,1815,0.689851767388826,"right","novel",1,1,1,0.9752332865706,1
"02","W",301,14,"Con2","LOB","NSOC","D2a",7291,4296,0.662818181818182,2282,5695,7977,4397,5646,1645,7291,1,5113,1645,6758,0.926896173364422,0,1,0,3,4,7,3,4,7,1932,350,2282,1,583,633,1216,0.21352063213345,2515,983,3498,0.438510718315156,0,0,0,0,0,0,1,1,1,2,1,1,2,4,2099,1915,4014,0.912895155788037,0,0,1,TRUE,TRUE,1,"5_a","right","5_b","left",1815,1998,3813,1998,1815,0.476003147128245,"right","familiar",1,0,1,1.1919517946974,0
"02","W",301,15,"Con4","NLOB","NSOC","D2b",5930,3415,0.539090909090909,1216,4031,5247,4164,3548,2382,5930,1,3548,2382,5930,1,0,1,0,2,3,5,2,3,5,933,283,1216,1,316,300,616,0.152815678491689,1249,583,1832,0.349151896321708,0,0,0,0,0,0,1,1,1,2,1,1,2,4,3398,766,4164,1,0,0,1,TRUE,TRUE,1,"15_a","left","15_b","right",1532,1716,3248,1532,1716,0.528325123152709,"right","novel",1,0,0,1.4086703028242,0
"02","W",301,16,"Con3","NLOB","SOC","D1b",850,1999,0.0772727272727273,0,2849,2849,850,0,850,850,1,0,850,850,1,0,1,0,0,1,1,0,1,1,0,0,0,NA,0,850,850,0.298350298350298,0,850,850,0.298350298350298,0,NA,0,0,0,0,1,0,0,0,0,1,1,1,0,850,850,1,0,0,1,FALSE,TRUE,0,"9_a","right","9_b","left",1633,283,1916,283,1633,NA,"left","novel",0,1,0,1.625388810951,0
"03","W",302,1,"Con2","LOB","NSOC","D2a",10002,9002,0.909272727272727,2649,8245,10894,6496,4313,2577,6890,0.688862227554489,4030,2111,6141,0.613977204559088,2699,0.694683257918552,0.269846030793841,3,3,6,3,3,6,2232,417,2649,1,783,167,950,0.115221346270467,3015,584,3599,0.330365338718561,0,0,0,0,0,0,1,1,2,3,1,1,2,5,1848,1200,3048,0.469211822660099,2699,0.41548645320197,0.530363668000696,TRUE,TRUE,1,"11_a","right","11_b","left",5043,2915,7958,2915,5043,0.633701935159588,"left","novel",1,0,1,-1.625388810951,0
"03","W",302,2,"Con1","LOB","SOC","D1b",9407,8005,0.855181818181818,2698,7880,10578,6529,2582,3398,5980,0.635696821515892,2099,2166,4265,0.453385776549378,2784,0.60505036175344,0.295949824598703,2,3,5,2,3,5,733,783,1516,0.561897702001483,0,483,483,0.0612944162436548,733,1266,1999,0.188977122329363,1182,0.438102297998517,1050,0.133248730964467,2232,0.211003970504821,0.472465138265186,1,1,2,0,1,1,3,483,933,1416,0.216878541890029,3231,0.494869045795681,0.304712717882505,TRUE,TRUE,1,"14_a","left","14_b","right",2348,4915,7263,2348,4915,0.676717609803112,"left","familiar",1,1,1,-1.4086703028242,1
"03","W",302,3,"Con4","NLOB","NSOC","D2b",8993,8087,0.817545454545455,2699,7845,10544,5896,1648,2181,3829,0.42577560324697,1282,2181,3463,0.385077282330702,4782,0.420012128562765,0.531746914266652,3,2,5,3,2,5,150,700,850,0.31493145609485,183,583,766,0.0976418100701083,333,1283,1616,0.153262518968134,1849,0.68506854390515,0,0,1849,0.175360394537178,0.466378066378066,1,1,2,1,1,2,4,899,1648,2547,0.431987788331072,2383,0.404172320217096,0.516632860040568,TRUE,TRUE,1,"3_a","right","3_b","left",3598,4128,7726,4128,3598,0.46570023297955,"left","novel",1,0,0,-1.1919517946974,0
"03","W",302,4,"Con3","NLOB","SOC","D1a",8672,5915,0.788363636363636,2648,7043,9691,5913,1282,1981,3263,0.376268450184502,1282,1981,3263,0.376268450184502,5140,0.388313697488992,0.592712177121771,2,2,4,2,2,4,0,1232,1232,0.465256797583082,0,283,283,0.040181740735482,0,1515,1515,0.156330616035497,1416,0.534743202416918,666,0.0945619764304984,2082,0.214838509957693,0.421184320266889,0,1,1,0,1,1,2,982,749,1731,0.292744799594115,3566,0.603077963808557,0.326788748348122,TRUE,TRUE,1,"7_a","left","7_b","right",2713,2237,4950,2713,2237,0.451919191919192,"left","familiar",1,1,0,-0.9752332865706,0
"03","W",302,5,"Con2","LOB","NSOC","D2a",9763,5899,0.887545454545455,2732,8163,10895,7528,2798,3548,6346,0.650005121376626,2798,3014,5812,0.59530881901055,3017,0.658285196511496,0.309023865615077,3,3,6,3,3,6,1082,616,1698,0.621522693997072,0,450,450,0.0551267916207277,1082,1066,2148,0.197154658100046,500,0.183016105417277,1016,0.124464045081465,1516,0.139146397430014,0.586244541484716,1,1,2,0,1,1,3,2515,2032,4547,0.604011689691817,2282,0.303134962805526,0.665836872162835,TRUE,TRUE,1,"9_a","left","9_b","right",1583,3917,5500,1583,3917,0.712181818181818,"left","familiar",1,0,1,-0.7585147784438,0
"03","W",302,6,"Con4","NLOB","NSOC","D2b",7514,7769,0.683090909090909,2684,7713,10397,4330,1549,2467,4016,0.534468991216396,1233,2250,3483,0.463534735161033,3198,0.52132914234396,0.42560553633218,2,2,4,2,2,4,0,1567,1567,0.583830104321908,0,0,0,0,0,1567,1567,0.150716552851784,1117,0.416169895678092,0,0,1117,0.107434836972204,0.583830104321908,0,1,1,0,0,0,1,950,683,1633,0.377136258660508,1798,0.415242494226328,0.475954532206354,TRUE,TRUE,1,"1_a","left","1_b","right",2782,4264,7046,2782,4264,0.605166051660517,"right","novel",1,0,0,-0.541796270317,0
"03","W",302,7,"Con3","NLOB","SOC","D1a",7294,5613,0.663090909090909,2748,4647,7395,3747,1265,2815,4080,0.559363860707431,965,2598,3563,0.488483685220729,2832,0.557154026583268,0.388264326843981,1,1,2,1,1,2,0,2215,2215,0.806040756914119,0,0,0,0,0,2215,2215,0.299526707234618,533,0.193959243085881,0,0,533,0.0720757268424611,0.806040756914119,0,1,1,0,0,0,1,965,1116,2081,0.555377635441687,1316,0.351214304777155,0.612599352369738,TRUE,TRUE,1,"5_a","right","5_b","left",2181,2632,4813,2632,2181,0.453147724911697,"right","familiar",1,1,0,-0.3250777621902,0
